node	revenueYear
227	740.249999999999
228	785.649999999999
229	792.980000000002
230	1041.2
231	1560.71
232	370.6
233	933.140000000001
234	1078.92
235	300.2
236	526.12
237	2661.85
238	427.300000000001
239	736.6
240	1057.45
241	314.64
242	715.750000000003
243	1213.25
244	1164.3
245	267.55
246	1311.85
247	578.06
248	378.85
249	1053.31
250	301.71
251	694.1
252	709.109999999999
253	4698.24999999999
254	1966.51
255	771.660000000003
256	1665.25000000001
257	1387.1
258	958.16
259	250.28
260	396.02
261	63.45
262	125.17
263	849.55
264	367.94
265	769.64
266	938.679999999998
267	691.35
268	860.65
269	377.5
270	726.300000000002
271	206.6
272	808.44
273	497.94
274	176.79
275	755.45
276	819.75
277	382.449999999999
278	453.5
279	319.9
280	837.870000000002
281	78.05
282	1371.9
283	425.51
284	499.7
285	137.35
286	1615.47000000001
287	320.55
288	451.25
289	339.95
290	98.75
291	1046.54
292	559.23
293	397.8
294	531.82
295	195.15
296	575.769999999999
297	223.37
298	990.270000000004
299	1397.91
300	135.2
301	537.699999999999
302	48.05
303	941.700000000001
304	641.2
305	845.9
306	243.55
307	2438.7
308	123.75
309	928.220000000001
310	386.48
311	374.22
312	233.07
313	2074.95000000001
314	671.7
315	541.36
316	350.7
317	516.63
318	371.249999999999
319	956.700000000001
320	511.649999999999
321	523.949999999999
322	2660.49
323	112.85
324	367.89
325	1315.12
326	515.400000000001
327	346.19
328	483.449999999999
329	285.57
330	1030.09
331	356.16
332	707.8
333	854.59
334	278.8
335	637.25
336	338.65
337	539.08
338	579.39
339	610.450000000002
340	242.64
341	611.6
342	409
343	289.77
344	371.7
345	384.67
346	230.9
347	611.049999999997
348	685.549999999999
349	645.700000000001
350	694.4
351	414.399999999999
352	121.45
353	1430.04999999999
354	470.27
355	87.1
356	516.64
357	326.9
358	326.7
359	177.56
360	680.729999999999
361	182.72
362	206.7
363	1370.66
364	527.37
365	316.63
366	1809.27
367	503.14
368	275.75
369	430.19
370	1728.87
371	229.28
372	855.65
373	895.5
374	99.95
375	757.550000000002
376	1646.26
377	1009.67
378	555.91
379	1774.86
380	1408.32
381	251.22
382	345.34
383	584
384	754.63
385	101.65
386	529.72
387	340.09
388	147.2
389	292.15
390	635.51
391	300.12
392	1004.66
393	258.45
394	458.45
395	158.55
396	289.99
397	598.88
398	737.62
399	629.669999999999
400	258.9
401	508.2
402	1196.5
403	433.6
404	535.890000000001
405	1808.84
406	2004.57
407	722.120000000003
408	1088.86
409	832.25
410	147.3
411	839.87
412	1161.15
413	453.61
414	1218.89
415	589.810000000001
416	500.1
417	1714.53
418	900.089999999999
419	173.15
420	510.790000000001
421	202.88
422	434.81
423	173.58
424	253.41
425	100.37
426	393.05
427	1639.46999999999
428	2663.21
429	1367.15
430	1266.21000000001
431	1798.52
432	797.039999999998
433	1342.8
434	480.55
435	655.420000000001
436	1842.74000000001
437	572.6
438	525.609999999999
439	1212.87
440	1077.95
441	843.600000000002
442	218.2
443	1195.53
444	588.959999999998
445	1338.45
446	653.43
447	1465.05000000001
448	464.669999999999
449	628.9
450	335.499999999999
451	456.15
452	1487.50000000001
453	360.6
454	300.8
455	226.45
456	1592.64
457	603.11
458	546.849999999999
459	1262.57
460	646.11
461	2974.62
462	572.540000000001
463	990.650000000003
464	402.16
465	2777.29
466	1226.57
467	308.97
468	1150.64
469	274.15
470	594.93
471	1613.64
472	592.25
473	1358.92
474	1536.24
475	249.45
476	969.62
477	1245.79
478	873.79
479	2216.58
480	395.84
481	795.510000000001
482	525.12
483	1612.07
484	560.56
485	614.4
486	751.499999999999
487	696.5
488	517.45
489	299.05
490	222.59
491	118.3
492	278.9
493	813.090000000001
494	556.3
495	859.55
496	352.62
497	1098.09
498	330.8
499	1221.86
500	406.170000000001
501	1613.44
502	496.710000000001
503	278.07
504	561.67
505	1389.57
506	346.05
507	1370.89
508	180.25
509	349.2
510	1171.35
511	764.2
512	2051.4
513	755.250000000002
514	536.950000000002
515	283.39
516	681.72
517	277.45
518	436.22
519	2193.54
520	1654.43000000001
521	500.07
522	736.489999999999
523	244.29
524	1842.05
525	326.52
526	2022.66999999999
527	903.760000000004
528	383.84
529	87.67
530	265.37
531	1550.31
532	280.13
533	653.099999999999
534	136.7
535	563.25
536	537.93
537	345.03
538	115.3
539	336.25
540	426.45
541	407.94
542	78.1
543	121.02
544	435.959999999998
545	166.22
546	950.580000000001
547	503.069999999999
548	232.5
549	208.2
550	75.9
551	546.07
552	483.690000000001
553	2855.41
554	698.550000000003
555	527.31
556	196.43
557	590.180000000001
558	563.19
559	737.39
560	1266.04
561	307.74
562	1026.04
563	208.5
564	677.649999999998
565	410
566	281.02
567	314.38
568	251.12
569	363.25
570	1157.97
571	376.92
572	146.75
573	486.14
574	1239.11
575	597.86
576	268.25
577	246.95
578	81.46
579	903.41
580	159.6
581	372.850000000001
582	1025.95
583	75.67
584	394.79
585	325.95
586	62.1
587	734.2
588	473.99
589	152.75
590	165.55
591	337.199999999999
592	784.09
593	533.04
594	250.7
595	460.72
596	459.55
597	507.22
598	187.97
599	122.25
600	195.91
601	141.61
602	248.97
603	496.25
604	522.79
605	119.78
606	380.7
607	357.36
608	1112.15
609	334.87
610	92.05
611	231.45
612	735.759999999999
613	431.450000000001
614	222.9
615	639.76
616	461.7
617	115.87
618	242.4
619	362.699999999999
620	253.14
621	214.53
622	459.57
623	357.8
624	546.719999999999
625	2034.72
626	382.1
627	151.55
628	257.67
629	509.31
630	237.97
631	990.659999999997
632	310.27
633	866.41
634	455.16
635	476.869999999999
636	419.04
637	550.820000000001
638	610.55
639	409.4
640	585.869999999999
641	558.099999999999
642	547.9
643	198.92
644	372.8
645	2022.39999999999
646	196.52
647	1007.24
648	245.17
649	1049.3
650	891.070000000001
651	610.25
652	353
653	682.749999999999
654	1214.3
655	195.55
656	171.14
657	384.6
658	893.920000000001
659	282.17
660	374.05
661	229.3
662	101.1
663	328.62
664	739.64
665	412.9
666	200.44
667	513.17
668	1702.87
669	302.12
670	288.36
671	324.7
672	3882.91999999999
673	468.95
674	298.49
675	158.63
676	228.9
677	410
678	460.500000000001
679	634.9
680	287.28
681	631.65
682	747.640000000001
683	509.8
684	150.44
685	598.7
686	658.96
687	469.66
688	307.25
689	217.95
690	62.35
691	618.62
692	320.25
693	1499.12000000001
694	186.87
695	232.02
696	119.4
697	807.560000000002
698	340.850000000001
699	610.3
700	252.55
701	481.15
702	1208.3
703	185.3
704	211.75
705	1214.21
706	226.63
707	844.850000000001
708	517.300000000001
709	391.64
710	1285.45
711	923.450000000003
712	301.32
713	870.710000000001
714	419.15
715	696.45
716	1302.51
717	150
718	508.54
719	911
720	636.36
721	138.21
722	602.200000000002
723	1445.85
724	200.46
725	889.350000000001
726	814.830000000002
727	325.67
728	2146.2
729	208.56
730	378.12
731	1657.74000000001
732	557.07
733	494.399999999999
734	351.42
735	672.27
736	700.15
737	792.570000000001
738	127.95
739	131.28
740	714.400000000001
741	2111.91
742	310.52
743	162.85
744	142.09
745	814.980000000001
746	770.380000000002
747	764.270000000001
748	1468.11
749	1045.11
750	786.87
751	293.15
752	419.5
753	750.45
754	262.59
755	1329.88
756	740.920000000001
757	366.02
758	899.56
759	643.56
760	331.75
761	693.87
762	397.34
763	150.74
764	1163.7
765	836.210000000001
766	295.7
767	617.35
768	1149.41
769	1314.95
770	1897.76999999999
771	229.03
772	1134.69
773	1605.98
774	172.7
775	1027.25
776	193.75
777	234.3
778	2865.04999999999
779	1293.66
780	288.9
781	586.81
782	145.84
783	408.45
784	866.300000000001
785	989.950000000002
786	243.72
787	757.88
788	704.85
789	1252.75
790	1232.1
791	1629.62
792	438.54
793	689.720000000001
794	1590.42000000001
795	876.7
796	722.320000000002
797	952.6
798	466.799999999999
799	563.14
800	1116.02
801	421.23
802	744.450000000001
803	1391.65
804	788.230000000001
805	1443.44999999999
806	1504.13
807	453.36
808	185
809	4729.73999999999
810	1311.89000000001
811	386.24
812	785.07
813	254
814	958.900000000002
815	346.94
816	1067.1
817	760.6
818	1416.25
819	200.37
820	2673.21
821	886.85
822	553.65
823	363.35
824	821.400000000002
825	1201.16
826	702.900000000001
827	1197.57
828	1790.29999999999
829	161.5
830	1114.94
831	112.41
832	884.3
833	844.37
834	190.86
835	348.27
836	100.89
837	451.31
838	794.38
839	119.48
840	295.1
841	239.99
842	91.7
843	1027.02
844	964.02
845	3486.44999999999
846	71.4
847	181.7
848	498.16
849	783.399999999998
850	1908.71
851	361.82
852	298.33
853	965.549999999996
854	1086.24
855	262.5
856	444.769999999999
857	172.4
858	375.7
859	1322.22
860	95.75
861	722.05
862	183.9
863	200.3
864	484.69
865	207.66
866	116.35
867	122.01
868	1299.89
869	304.1
870	245.37
871	667.350000000001
872	720.449999999999
873	1262.4
874	472.23
875	516.319999999999
876	1190.77
877	230
878	193.3
879	2402.98999999999
880	1907.41
881	88.5
882	526.299999999999
883	395.45
884	248.46
885	703.349999999999
886	525.649999999999
887	672.53
888	335.7
889	316.89
890	190.3
891	519.439999999999
892	810.19
893	938.450000000001
894	210.06
895	400.4
896	708.620000000002
897	916.420000000004
898	395.44
899	468.820000000001
900	490.08
901	3041.6
902	282.5
903	715.95
904	1313.1
905	1164.99
906	1760.83000000001
907	1089.01
908	589.999999999996
909	2083.29999999999
910	1063.2
911	1539.07
912	1999.89999999999
913	2964.39
914	1872.27
915	536.669999999999
916	967.440000000004
917	1806.64
918	516.75
919	1729.41000000001
920	581.51
921	1137.33
922	780.940000000001
923	608.7
924	427.51
925	312.8
926	392.35
927	1897.03000000001
928	630.7
929	2606.92
930	3060.98000000001
931	3637.46
932	666.8
933	1748.4
934	1273.7
935	123.46
936	407.39
937	851.8
938	733.329999999998
939	610.93
940	266.58
941	328.42
942	968.540000000001
943	477.81
944	336.929999999999
945	281.53
946	1125.22
947	223.98
948	351.74
949	420.9
950	652.140000000001
951	996.150000000001
952	659.39
953	597.21
954	778.180000000001
955	702.920000000001
956	404.2
957	1117.03
958	764.450000000001
959	598.7
960	809.33
961	509.97
962	254.35
963	838.360000000006
964	1778.08
965	856.200000000001
966	1051.97
967	549.620000000001
968	271.89
969	1087.98
970	340.8
971	446.95
972	1286
973	145.75
974	415.539999999999
975	301.61
976	129.65
977	362.15
978	229.35
979	357.64
980	368.59
981	262.45
982	125.34
983	274.35
984	191.94
985	381.28
986	130.67
987	259.95
988	163.26
989	332.84
990	306.74
991	379.4
992	56.1
993	179.6
994	239.4
995	308.54
996	1025.87
997	191.29
998	309.04
999	1160.95
1000	654.83
1001	136.23
1002	416.01
1003	167.58
1004	109.25
1005	419.22
1006	500.520000000001
1007	1060.1
1008	1613.08000000001
1009	1395.4
1010	227.15
1011	262.09
1012	508.17
1013	280.22
1014	816
1015	122.5
1016	199.37
1017	368.54
1018	2407.39
1019	183.5
1020	539.95
1021	221.81
1022	305.8
1023	665.35
1024	369
1025	231.95
1026	156.22
1027	622.949999999996
1028	153.4
1029	526.799999999998
1030	218.56
1031	365.2
1032	378.04
1033	370.18
1034	219.4
1035	346.55
1036	723.449999999999
1037	273.76
1038	619.61
1039	276.6
1040	160.59
1041	287.75
1042	263.83
1043	876.460000000001
1044	827.820000000001
1045	310.94
1046	581.6
1047	356.81
1048	369.49
1049	545.719999999999
1050	909.529999999999
1051	699.6
1052	234.65
1053	95.05
1054	232.58
1055	738.700000000001
1056	605.05
1057	268.07
1058	57.72
1059	703.95
1060	1464.03
1061	430.59
1062	1887.46000000002
1063	239.1
1064	221.91
1065	683.2
1066	265.9
1067	122.8
1068	82.4
1069	878.29
1070	311.46
1071	160.74
1072	998.440000000001
1073	262.85
1074	800.74
1075	795.950000000001
1076	756.68
1077	260.71
1078	867.650000000002
1079	1508.38
1080	53.79
1081	1582.24
1082	217.84
1083	148.7
1084	457.79
1085	156.47
1086	616.75
1087	468.62
1088	98.04
1089	261.18
1090	132.11
1091	299.78
1092	208.9
1093	709.410000000001
1094	244.53
1095	60.85
1096	76.45
1097	615.499999999998
1098	646
1099	133.05
1100	152.97
1101	995.920000000002
1102	553.26
1103	471.15
1104	165.2
1105	811.19
1106	212.87
1107	515.239999999999
1108	633.22
1109	368.37
1110	636.12
1111	66.91
1112	535.22
1113	339.87
1114	597.05
1115	250.99
1116	436.9
1117	297.5
1118	243.65
1119	332.89
1120	120.9
1121	69.82
1122	135.54
1123	150.58
1124	275.95
1125	244.7
1126	369.75
1127	144.1
1128	165.58
1129	258.41
1130	650.48
1131	299.92
1132	1005.57
1133	539.17
1134	336.9
1135	463.46
1136	1031.23
1137	613.81
1138	169.18
1139	230.86
1140	628.9
1141	377.15
1142	177.07
1143	435.81
1144	214.91
1145	214.78
1146	169.8
1147	169.77
1148	324.65
1149	585.79
1150	451.41
1151	93.19
1152	335.7
1153	788.15
1154	420.999999999999
1155	959.450000000001
1156	171.04
1157	249.43
1158	432.37
1159	431.45
1160	646.05
1161	619.070000000001
1162	893.950000000001
1163	221.41
1164	693.6
1165	651.21
1166	950.4
1167	134.47
1168	705.68
1169	72.2
1170	69.25
1171	1461.15
1172	264.29
1173	94.55
1174	225.16
1175	434.460000000001
1176	135.16
1177	548.78
1178	663.23
1179	765.14
1180	1667.3
1181	844.149999999999
1182	194.95
1183	230.85
1184	1362.8
1185	1417.83999999999
1186	947.960000000001
1187	458.600000000001
1188	2209.47
1189	639.690000000002
1190	553.95
1191	647.52
1192	1105.66
1193	1364.15
1194	1687.42
1195	800.300000000002
1196	226.65
1197	1766.6
1198	1548.6
1199	798.640000000003
1200	1700.84000000001
1201	1400.8
1202	897.099999999996
1203	821.400000000002
1204	910.679999999998
1205	266.3
1206	1108.36
1207	270.95
1208	185.55
1209	220.8
1210	161.8
1211	560.95
1212	368.78
1213	832.149999999999
1214	624.46
1215	2011.67
1216	213.3
1217	521.230000000001
1218	747.220000000002
1219	815.720000000001
1220	806.080000000002
1221	1345.92
1222	449.000000000001
1223	194.04
1224	927.6
1225	968.390000000001
1226	1256.18
1227	769.11
1228	257.53
1229	2764.32
1230	667.37
1231	211.5
1232	956.28
1233	234.2
1234	100.75
1235	128.37
1236	79.65
1237	481.27
1238	809.550000000001
1239	549.799999999999
1240	907.59
1241	1378.43000000001
1242	211.2
1243	395.299999999999
1244	136.25
1245	1092.57
1246	910.740000000001
1247	465.87
1248	366.98
1249	364.72
1250	517.85
1251	96.17
1252	1376.54
1253	186.75
1254	893.750000000001
1255	380.1
1256	159.1
1257	169.6
1258	736.520000000001
1259	68.76
1260	347.19
1261	772.820000000001
1262	615.68
1263	407.17
1264	196.9
1265	177.27
1266	324.35
1267	414.999999999999
1268	342.05
1269	689.95
1270	1034.05
1271	244.6
1272	1539.8
1273	360.41
1274	467.79
1275	597.92
1276	199.71
1277	1578.83
1278	911.800000000001
1279	146.4
1280	382.3
1281	1502.34
1282	84.07
1283	814.400000000001
1284	168.09
1285	461.61
1286	435.65
1287	748.070000000001
1288	588.15
1289	224.09
1290	116.85
1291	656.460000000001
1292	425.99
1293	1222.87
1294	356.11
1295	41.35
1296	293.37
1297	486.62
1298	940.740000000001
1299	746.940000000001
1300	753.640000000001
1301	537.95
1302	760.9
1303	508.81
1304	1795.26
1305	1033.75
1306	326.55
1307	1893.11000000001
1308	447.23
1309	4991.09999999998
1310	1057.87
1311	683.430000000001
1312	1101.07
1313	1286.7
1314	426.92
1315	442.3
1316	415.67
1317	859.880000000001
1318	225.89
1319	731.400000000001
1320	1230.67
1321	724.06
1322	510.67
1323	655.02
1324	504.65
1325	799.790000000002
1326	1167.51
1327	1374.22
1328	718.860000000003
1329	1044.14
1330	551.670000000001
1331	1494.67
1332	1471.78
1333	3126.08000000001
1334	1101.8
1335	316.47
1336	358.81
1337	649.22
1338	1462.48
1339	678.360000000002
1340	762.3
1341	600.41
1342	836.2
1343	364
1344	1081.26
1345	471.65
1346	1369.31
1347	197.24
1348	1183.82
1349	679.020000000001
1350	522.32
1351	698.300000000002
1352	872.400000000001
1353	1627.62
1354	300.3
1355	1207.74
1356	537.200000000001
1357	315.15
1358	564.85
1359	273.17
1360	938.51
1361	559.8
1362	722.219999999999
1363	511.52
1364	435.849999999999
1365	998.470000000001
1366	185.62
1367	245.02
1368	560.07
1369	520.79
1370	822.05
1371	191.09
1372	309.73
1373	179.29
1374	352.2
1375	728.3
1376	346.23
1377	789.719999999994
1378	213.75
1379	1492.28
1380	212.27
1381	863.000000000001
1382	74.48
1383	1073.8
1384	385.9
1385	663.83
1386	586
1387	454.73
1388	68.6
1389	372.49
1390	53.6
1391	559.169999999999
1392	197.14
1393	505.72
1394	340
1395	405.19
1396	568.58
1397	206.86
1398	550.800000000001
1399	168.71
1400	959.35
1401	638.2
1402	165.86
1403	724.21
1404	250.03
1405	753.530000000001
1406	723.680000000001
1407	301.14
1408	296.49
1409	179.94
1410	371.7
1411	280.4
1412	359.22
1413	499.05
1414	418.45
1415	263.05
1416	308.44
1417	1190.47
1418	2599.5
1419	306.61
1420	352.69
1421	581.210000000001
1422	48.72
1423	353.8
1424	81.15
1425	1649.14
1426	264.35
1427	240.43
1428	178.47
1429	537.62
1430	686.749999999999
1431	1247.5
1432	239.55
1433	1047.84
1434	3440.03999999999
1435	298.6
1436	149.73
1437	644.15
1438	287.6
1439	323.96
1440	513.970000000001
1441	385.5
1442	559.9
1443	1501.11
1444	237.08
1445	142
1446	692.09
1447	243.84
1448	510.45
1449	254.64
1450	780.76
1451	369.3
1452	110.3
1453	517.85
1454	574.300000000001
1455	1113.16
1456	961.470000000002
1457	201.27
1458	872.190000000001
1459	659.399999999999
1460	220.15
1461	312.57
1462	787.330000000002
1463	585.14
1464	136.17
1465	867.709999999999
1466	2440.34
1467	482.3
1468	2626.37
1469	393.74
1470	134.05
1471	529.4
1472	809.400000000001
1473	401.83
1474	115.7
1475	724.87
1476	552.43
1477	275.25
1478	1715.6
1479	1218.49
1480	253.42
1481	374.9
1482	117.3
1483	117.65
1484	477.36
1485	238.39
1486	673.2
1487	816.57
1488	794.970000000001
1489	85.6
1490	176.95
1491	102.45
1492	2405.63
1493	494.64
1494	2613
1495	931.730000000001
1496	252.21
1497	1798.9
1498	280.81
1499	153.9
1500	170.55
1501	1977.60000000001
1502	514.13
1503	233.050000000001
1504	133.1
1505	774.550000000001
1506	1225.06
1507	730.800000000001
1508	1356.29
1509	1108.65
1510	2309.02000000002
1511	1457.34
1512	1727.81999999999
1513	752.5
1514	3313.5
1515	616.240000000001
1516	1088.61
1517	1541.94
1518	278.4
1519	1640.51
1520	2471.26
1521	1252.45
1522	737
1523	713.709999999999
1524	625.53
1525	1143.46
1526	962.5
1527	429.899999999999
1528	618.699999999999
1529	660.569999999999
1530	1316.6
1531	1090.1
1532	1190.12
1533	466.4
1534	2109.84000000001
1535	1169.39
1536	1471.99
1537	868.500000000001
1538	358.05
1539	1167.85
1540	834.4
1541	536.470000000001
1542	591.77
1543	395.4
1544	1176.99
1545	599.94
1546	1018.25
1547	421.04
1548	439.3
1549	2229.4
1550	725.850000000001
1551	732.080000000001
1552	556.030000000001
1553	1485.45
1554	197.85
1555	705.59
1556	257.24
1557	1088.15
1558	710.05
1559	299.45
1560	322.35
1561	352.749999999999
1562	261.5
1563	698.48
1564	98.25
1565	499.899999999999
1566	259.33
1567	108.82
1568	878.200000000002
1569	867.59
1570	590.05
1571	927.900000000002
1572	1339.95
1573	217.85
1574	256.1
1575	1134.75
1576	1263.36
1577	645.4
1578	1089.03
1579	927.820000000001
1580	2017.94000000001
1581	1202.96
1582	880.010000000001
1583	1105.59
1584	604.399999999999
1585	365.89
1586	772.889999999999
1587	1215.38
1588	147.4
1589	224.68
1590	2217.97
1591	559.54
1592	979.650000000001
1593	430.01
1594	3090.55000000001
1595	303.72
1596	374.35
1597	298.55
1598	401.570000000001
1599	778.070000000001
1600	2277.65000000001
1601	455.9
1602	260.35
1603	1305.67
1604	1225.99
1605	1007.1
1606	1287.75
1607	284.8
1608	1019.75
1609	629.07
1610	175.25
1611	467.59
1612	927.209999999999
1613	484.959999999999
1614	159.3
1615	881.7
1616	182.05
1617	92
1618	455.139999999999
1619	703.73
1620	355.4
1621	621.98
1622	1332.97
1623	251.19
1624	590.620000000001
1625	351.51
1626	1390.37
1627	545.2
1628	481.25
1629	651.070000000001
1630	90.47
1631	280.43
1632	598.91
1633	434.29
1634	677.96
1635	928.370000000003
1636	650.65
1637	561.52
1638	199.77
1639	278.9
1640	168.2
1641	260.74
1642	694.820000000001
1643	524.25
1644	540
1645	161.25
1646	104.75
1647	628.5
1648	524.95
1649	335.05
1650	290.55
1651	158.06
1652	710.880000000001
1653	256.46
1654	252.17
1655	667.37
1656	922.73
1657	596.7
1658	305.04
1659	541.62
1660	115.8
1661	1134.85
1662	40.72
1663	1052.96
1664	334.7
1665	295.8
1666	2834.69000000001
1667	122.93
1668	104.15
1669	764.7
1670	430.67
1671	505.749999999999
1672	466.13
1673	1496.9
1674	261.95
1675	99.85
1676	127.1
1677	880.499999999999
1678	650.09
1679	194.75
1680	1046.42
1681	183.98
1682	570.7
1683	774.700000000001
1684	497.549999999999
1685	78.91
1686	104.15
1687	244.7
1688	811.12
1689	70.09
1690	912.670000000002
1691	311.82
1692	219.05
1693	139.1
1694	110.5
1695	1194.16
1696	1017.01
1697	170.04
1698	585.77
1699	183.4
1700	3445.01
1701	138.4
1702	1052.57
1703	3105.37
1704	158.6
1705	367.55
1706	387.4
1707	584.44
1708	1744.25000000001
1709	362.8
1710	567.79
1711	1803.7
1712	420.199999999999
1713	1053.96
1714	211.69
1715	422.899999999999
1716	60.04
1717	380
1718	210.9
1719	227.62
1720	559.76
1721	305.2
1722	496.349999999999
1723	674.37
1724	248.9
1725	419.55
1726	1599.05
1727	957.370000000002
1728	1098.2
1729	442.07
1730	625.130000000001
1731	315.3
1732	233.75
1733	542.43
1734	1056.61
1735	250.3
1736	318.7
1737	625.93
1738	516.000000000001
1739	361.38
1740	1155.57
1741	449.57
1742	330.47
1743	69.54
1744	141.26
1745	1412.01
1746	391.17
1747	399.75
1748	146.2
1749	89.45
1750	448.62
1751	729.070000000001
1752	337.45
1753	839.1
1754	285.61
1755	350.62
1756	678.1
1757	186.03
1758	234.52
1759	1774.66
1760	443.929999999999
1761	919.64
1762	238.5
1763	763.740000000001
1764	747.750000000001
1765	615.02
1766	513.52
1767	77.5
1768	560.56
1769	470.24
1770	192.33
1771	944.839999999999
1772	85.95
1773	646.3
1774	303.65
1775	248.24
1776	99.55
1777	38.25
1778	440.74
1779	1297.44
1780	206.85
1781	858.91
1782	603.07
1783	186
1784	695.44
1785	1780.54
1786	1850.21
1787	742.85
1788	1536.23
1789	808.43
1790	232.45
1791	869.130000000001
1792	461.25
1793	451.95
1794	526.8
1795	6058.77999999996
1796	2102.42
1797	585.5
1798	570.85
1799	290
1800	351.3
1801	2470.31
1802	1384.3
1803	1320.1
1804	1099.87
1805	272.1
1806	625.72
1807	197.2
1808	1048.46
1809	7743.36999999997
1810	577.88
1811	881.209999999999
1812	2275.63
1813	4394.19999999999
1814	864.359999999996
1815	1098.6
1816	2123.82000000001
1817	1391.96000000001
1818	1471.61
1819	924.749999999996
1820	1874.33
1821	407.4
1822	2308.48999999999
1823	3132.39999999999
1824	353.7
1825	961.810000000003
1826	2086.41
1827	1054.6
1828	1055.55
1829	418.149999999999
1830	747.98
1831	683.150000000003
1832	536.350000000001
1833	2268.22000000001
1834	379.789999999999
1835	968.42
1836	642.970000000001
1837	1140.39
1838	481.35
1839	2428.55
1840	1029.9
1841	830.399999999999
1842	637.87
1843	3309.94999999999
1844	1224.24
1845	1004.01
1846	1562.95
1847	425.3
1848	480.79
1849	491.999999999999
1850	293.85
1851	397.76
1852	1605.65000000001
1853	2968.46
1854	810.699999999999
1855	1116.95
1856	1545.54999999999
1857	1682.04999999999
1858	1751.04
1859	132.65
1860	561.99
1861	489.58
1862	941.420000000001
1863	456.44
1864	2026.25000000001
1865	964.020000000001
1866	2421.81
1867	2058.21
1868	1267.11000000001
1869	962.420000000001
1870	2677.59
1871	2132.98
1872	1845.02000000001
1873	974.329999999999
1874	601.47
1875	278.91
1876	238.12
1877	53.18
1878	93.22
1879	449.65
1880	623
1881	232.38
1882	606.11
1883	190.85
1884	719.82
1885	312.82
1886	87.43
1887	182.3
1888	252.63
1889	614.03
1890	1583
1891	501.24
1892	401.899999999999
1893	778.15
1894	563.149999999999
1895	574.639999999999
1896	656.1
1897	393.4
1898	256.79
1899	358.3
1900	464.869999999999
1901	694.8
1902	294.8
1903	574.649999999998
1904	491.29
1905	413.18
1906	167.89
1907	2374.07
1908	1407.54
1909	179.55
1910	157.95
1911	516.7
1912	353.819999999999
1913	594.07
1914	259.4
1915	422.85
1916	377.85
